Time,Temperature,Humidity,Pressure,Pm2.5,Pm10
00:10:09,1.71,92.2,26.53,33.05,43.45
00:10:29,15.6,95.79,67.02,89.05,5.06
00:10:49,29.51,73.15,15.02,12.6,35.7
00:11:09,57.85,58.08,80.91,3.73,21.94
00:11:29,86.91,41.02,17.29,48.66,70.09
00:11:49,30.39,81.71,53.86,43.77,57.16
00:12:09,15.39,20.35,44.43,69.64,95.93
00:12:29,63.14,73.83,86.82,39.51,45.68
00:12:49,58.53,32.26,74.15,94.15,99.17
00:13:09,57.5,13.54,51.59,85.25,7.46
00:13:29,99.67,59.17,5.26,81.68,90.79
00:13:49,9.58,12.98,62.91,12.85,90.47
00:14:09,56.53,87.12,73.73,42.82,73.53
00:14:29,35.42,26.52,34.72,89.38,47.66
00:14:49,5.48,70.61,67.33,99.23,86.89
00:15:09,90.83,39.47,59.23,39.69,17.23
00:15:29,96.05,57.2,19.55,72.12,49.98
00:15:49,38.8,53.49,53.99,7.12,65.7
00:16:09,38.25,48.64,57.97,44.4,43.92
00:16:29,81.36,12.89,97.63,37.65,42.43
00:16:49,47.05,80.14,95.8,93.46,24.67
00:17:09,67.74,3.16,3.77,35.91,58.08
00:17:29,82.17,76.68,65.54,13.67,13.69
00:17:49,16.81,9.47,27.81,38.17,71.54
00:18:09,29.66,28.09,56.96,12.21,76.55
00:18:29,18.53,12.79,32.74,67.33,31.26
00:18:49,79.5,18.39,25.25,44.28,50.22
00:19:09,30.72,24.32,57.04,83.9,93.71
00:19:29,60.91,12.35,3.88,51.17,70.82
00:19:49,88.31,60.75,95.2,57.86,2.48
00:20:09,45.71,80.3,58.52,62.23,32.02
00:20:29,20.04,58.07,92.6,75.4,9.4
00:20:49,86.3,89.47,0.26,33.02,70.29
00:21:09,59.98,13.73,93.07,11.29,99.14
00:21:29,12.82,9.8,90.28,76.31,8.57
00:21:49,21.8,67.22,21.48,98.28,28.06
00:22:09,64.99,43.36,68.93,20.33,74.07
00:22:29,23.64,47.43,25.45,56.55,51.1
00:22:49,79.53,51.04,62.92,40.12,76.17
00:23:09,93.27,46.0,26.25,57.69,11.83
00:23:29,51.84,81.4,40.95,90.73,10.85
00:23:49,62.21,58.34,59.1,45.15,16.23
00:24:09,45.36,35.73,64.74,51.19,36.21
00:24:29,38.12,27.99,39.25,35.14,98.28
00:24:49,50.15,37.07,11.57,52.77,37.27
00:25:09,13.72,85.31,73.99,18.18,48.09
00:25:29,70.54,2.12,31.27,35.76,2.27
00:25:49,78.07,61.07,39.87,42.13,61.79
00:26:09,15.29,7.3,3.89,70.74,32.47
00:26:29,14.43,35.39,89.63,32.81,53.6
00:26:49,81.86,45.45,97.83,71.04,13.92
00:27:09,11.81,14.91,51.49,12.98,52.9
00:27:29,78.91,32.54,34.38,69.9,11.71
00:27:49,6.89,64.53,51.06,86.3,75.38
00:28:09,7.06,9.09,0.29,23.88,31.44
00:28:29,31.98,88.94,68.72,94.59,40.06
00:28:49,29.74,0.45,51.8,79.42,46.39
00:29:09,55.07,37.95,29.25,78.01,64.16
00:29:29,43.92,38.13,20.17,76.31,7.13
00:29:49,56.75,39.41,79.69,0.42,33.19
00:30:09,71.6,1.71,39.67,86.67,9.19
00:30:29,4.9,26.58,45.48,4.12,40.4
00:30:49,92.11,86.91,0.33,60.52,90.81
00:31:09,65.09,36.34,35.71,87.37,14.97
00:31:29,13.92,27.11,19.81,62.78,63.54
00:31:49,38.92,34.43,48.64,12.01,79.28
00:32:09,93.69,9.47,30.45,32.48,37.72
00:32:29,82.47,51.31,9.99,83.73,85.23
00:32:49,43.21,47.28,93.29,73.61,64.61
00:33:09,29.13,78.27,73.82,51.35,49.95
00:33:29,5.07,96.74,3.72,79.77,31.42
00:33:49,40.93,87.87,86.16,41.72,62.96
00:34:09,26.06,37.19,43.48,48.33,39.3
00:34:29,62.68,36.61,6.56,44.77,17.47
00:34:49,5.44,76.49,97.21,23.11,2.5
00:35:09,79.72,87.29,0.09,87.61,93.56
00:35:29,82.84,20.1,62.25,47.42,99.63
00:35:49,24.43,61.36,4.47,74.72,29.89
00:36:09,78.67,3.59,96.07,64.03,1.72
00:36:29,11.1,85.49,14.82,55.56,99.72
00:36:49,43.69,92.68,79.33,33.93,0.81
00:37:09,31.94,59.31,82.39,93.25,81.82
00:37:29,25.52,8.43,51.06,75.87,22.76
00:37:49,15.24,67.34,92.8,62.56,72.18
00:38:09,71.74,83.23,2.09,86.78,44.01
00:38:29,55.38,51.59,82.6,24.89,60.09
00:38:49,20.75,18.73,91.66,1.11,6.59
00:39:09,44.75,28.59,55.59,37.73,35.37
00:39:29,37.13,49.66,16.89,67.85,44.76
00:39:49,90.19,61.32,52.06,76.25,29.87
00:40:09,52.47,95.17,26.99,72.53,51.15
00:40:29,2.63,84.39,36.81,99.61,3.32
00:40:49,79.68,0.55,33.9,83.56,56.01
00:41:09,79.24,29.37,25.54,48.9,25.51
00:41:29,68.96,43.33,60.05,79.58,30.56
00:41:49,16.3,80.52,52.94,40.8,17.29
00:42:09,58.25,4.74,75.33,1.65,75.67
00:42:29,71.55,35.78,26.01,82.27,38.44
00:42:50,3.95,24.58,98.18,5.8,30.93
00:43:10,44.93,90.14,86.71,52.04,93.53
00:43:30,10.61,67.6,72.61,88.52,24.95
00:43:50,91.83,29.23,73.28,97.74,92.19
00:44:10,50.18,2.89,68.49,35.3,95.7
00:44:30,9.41,50.59,3.34,53.16,37.01
00:44:50,49.23,50.27,42.9,63.72,97.8
