Time,Temperature,Humidity,Pressure,Pm2.5,Pm10
13:46:44,87.6,62.76,23.8,59.56,77.85
13:47:04,60.68,13.98,45.67,75.05,31.04
13:47:24,78.66,60.05,4.64,27.57,36.06
13:47:44,96.04,41.21,52.91,7.12,81.36
13:48:04,44.29,77.71,27.98,43.48,87.23
13:48:24,58.76,54.88,56.49,18.87,89.37
13:48:44,47.86,96.84,91.18,43.59,64.68
13:49:04,74.26,32.32,53.09,31.04,28.23
13:49:24,20.41,29.4,2.28,95.64,30.78
13:49:27,50.19,12.9,80.53,26.82,97.58
13:49:47,43.61,65.41,35.6,6.85,36.48
13:50:07,25.38,56.1,46.06,67.7,27.14
13:50:27,74.61,31.08,25.36,9.07,10.93
13:50:47,76.66,12.77,86.14,68.22,53.02
13:51:07,81.21,74.05,66.39,77.44,61.07
13:51:27,99.66,7.11,52.95,28.49,9.86
13:51:47,33.45,81.01,57.65,21.62,16.26
13:52:07,76.55,41.68,50.2,93.67,54.33
13:52:27,29.56,55.42,67.66,13.89,20.61
15:38:42,90.59,53.12,46.22,66.79,61.03
15:38:43,68.71,48.19,83.39,43.96,31.67
15:39:13,15.95,97.82,3.46,20.68,14.1
15:39:14,63.62,90.04,1.7,20.96,19.13
15:39:33,77.65,82.83,72.65,76.49,60.43
15:39:34,8.91,96.53,95.49,30.12,81.91
15:39:53,64.46,42.09,5.2,4.04,34.03
16:26:38,44.91,78.65,84.83,67.01,4.84
16:26:39,28.13,13.07,18.51,67.43,91.47
16:26:58,41.89,55.07,48.5,54.24,3.39
16:26:59,88.67,21.45,69.47,62.0,92.02
16:27:18,23.96,93.44,43.05,56.14,73.81
16:27:19,61.46,56.31,56.98,15.93,46.97
16:27:38,44.87,43.47,14.36,19.25,14.81
16:27:39,92.74,23.18,38.67,54.8,23.06
16:27:58,11.93,42.71,28.73,58.45,2.94
16:27:59,99.42,28.99,47.57,49.79,10.53
16:28:18,2.2,27.07,65.21,50.32,19.5
16:28:19,74.25,25.52,80.04,75.49,23.09
16:28:38,22.03,22.21,80.21,65.48,10.06
16:28:39,39.92,0.26,8.8,49.28,85.25
16:28:58,14.54,31.13,68.96,61.86,71.59
16:28:59,95.72,0.23,79.48,93.8,4.99
16:29:18,95.72,63.63,31.78,66.84,53.28
16:29:19,11.53,48.12,91.84,33.3,37.05
16:29:38,84.27,32.9,3.98,50.35,88.37
16:29:39,5.45,31.16,88.19,83.88,76.05
16:29:58,59.89,79.79,28.37,78.61,17.66
16:29:59,22.29,66.02,27.08,81.08,68.73
16:30:18,69.17,3.83,4.56,54.52,89.54
16:30:19,53.33,84.26,50.48,7.51,48.41
16:30:38,41.46,33.01,77.82,17.05,14.09
16:30:39,59.32,25.46,27.43,79.28,98.29
16:30:58,67.94,52.07,97.07,82.76,73.06
16:30:59,38.66,77.42,89.94,59.77,14.63
16:31:18,91.02,23.92,54.47,43.82,13.54
16:31:19,3.71,19.68,55.81,5.93,55.97
16:31:38,98.32,24.31,90.88,82.67,8.79
16:31:39,17.08,61.88,64.32,97.67,87.41
16:31:58,76.86,60.96,98.8,60.85,3.83
16:31:59,30.54,84.55,4.31,59.4,7.3
