Time,Temperature,Humidity,Pressure,Pm2.5,Pm10
21:06:17,49.11,9.5,98.0,37.07,68.15
21:06:37,19.7,28.41,48.46,93.77,8.63
21:06:57,20.97,77.53,74.42,1.93,94.4
21:07:17,94.58,63.95,62.01,87.67,70.41
21:07:37,61.1,32.09,64.07,77.48,17.54
21:07:57,44.01,94.8,64.37,46.49,32.83
21:08:17,38.4,3.38,38.95,97.34,56.13
21:08:37,98.7,93.31,40.38,71.8,6.53
21:08:57,56.97,47.74,18.89,71.28,46.4
21:09:17,48.28,20.73,29.73,49.59,86.2
21:09:37,39.08,62.95,34.95,83.26,9.12
21:09:57,72.88,45.78,55.96,91.53,86.65
21:10:17,63.24,61.04,16.74,52.8,19.47
21:10:37,0.11,45.67,37.99,38.83,89.93
21:10:57,98.46,63.98,7.74,70.05,62.87
21:11:17,69.84,78.58,4.05,60.52,17.97
21:11:37,73.99,7.79,75.41,20.4,35.12
21:11:57,68.99,1.71,7.52,45.35,11.66
21:12:17,68.32,59.0,61.09,86.01,63.59
21:12:37,62.07,20.31,89.7,70.46,12.97
21:12:57,42.31,98.39,78.62,15.37,69.59
21:13:17,13.49,10.16,89.82,26.2,84.22
21:13:37,49.34,40.66,79.2,89.27,32.33
21:13:57,65.21,69.72,5.45,17.82,37.11
21:14:17,6.74,16.92,60.81,97.6,44.9
21:14:37,26.23,52.01,22.52,89.33,30.55
21:14:57,87.57,44.84,50.86,71.57,64.03
21:15:17,47.47,28.97,51.31,74.45,35.12
21:15:37,60.3,98.18,18.64,90.91,41.29
21:15:58,63.91,63.01,43.97,97.22,60.84
21:16:18,37.65,49.6,32.45,53.09,21.24
21:16:38,1.38,11.04,20.2,35.42,45.57
21:16:58,92.77,44.95,16.4,22.32,33.05
21:17:18,17.35,19.9,66.13,66.49,69.44
21:17:38,0.74,39.32,99.33,61.38,92.66
21:17:58,16.18,97.53,80.66,52.47,99.67
21:18:18,65.0,88.31,65.27,88.54,66.79
21:18:38,99.55,33.31,60.91,14.27,52.6
21:18:58,99.29,46.55,72.12,11.55,80.15
21:19:18,98.03,22.73,68.0,37.03,46.15
21:19:38,85.89,78.77,63.26,44.01,30.08
21:19:58,59.32,81.39,51.95,41.08,33.18
21:20:18,40.6,40.82,17.17,66.79,75.85
21:20:38,48.1,33.87,35.63,55.13,55.61
21:20:58,6.93,30.95,70.5,2.18,21.36
21:21:18,95.7,97.64,83.08,70.0,85.36
21:21:38,32.3,44.9,4.12,84.26,79.9
21:21:58,32.75,85.33,87.31,33.25,15.93
21:22:18,15.21,41.81,69.16,43.67,19.35
21:22:38,0.07,6.6,86.16,6.07,92.13
21:22:58,86.43,32.73,90.15,14.01,67.32
21:23:18,13.51,26.68,69.66,66.36,35.59
21:23:38,32.35,99.01,94.15,56.48,82.37
21:23:58,45.39,44.34,23.93,19.97,59.02
21:24:18,11.56,70.86,75.28,12.69,25.48
21:24:38,9.84,43.52,42.59,67.37,94.95
21:24:58,43.56,39.95,95.07,68.28,65.6
21:25:18,69.03,40.36,31.74,58.65,76.49
21:25:38,30.0,98.64,71.42,33.45,44.1
21:25:58,84.1,44.07,51.18,9.84,25.62
21:26:18,27.79,81.68,65.09,26.28,25.54
21:26:38,73.72,55.76,67.96,82.97,14.39
21:26:58,43.79,15.32,92.77,21.86,13.93
21:27:18,76.29,80.94,66.91,48.38,92.12
21:27:38,47.93,35.57,27.85,49.6,90.54
21:27:58,41.13,41.57,7.45,73.7,9.86
21:28:18,30.24,70.05,46.28,81.6,94.15
21:28:38,11.57,1.57,24.02,69.28,12.32
21:28:58,82.8,35.48,25.14,99.88,51.92
21:29:18,70.94,40.96,98.47,63.39,65.09
21:29:38,75.35,18.32,66.93,31.53,13.06
21:29:58,51.48,87.62,82.33,48.76,72.85
21:30:18,22.26,50.2,40.24,33.16,99.26
21:30:38,26.31,54.68,63.24,70.52,54.98
21:30:58,81.37,55.07,76.13,64.43,45.89
21:31:18,33.86,79.67,29.69,62.7,58.61
21:31:38,63.7,28.91,81.51,54.93,34.44
21:31:58,39.28,48.16,52.89,47.79,67.55
21:32:18,54.48,40.67,6.48,74.91,31.06
21:32:38,79.67,33.22,80.53,34.58,74.44
21:32:58,47.52,84.63,51.3,3.16,34.17
21:33:18,54.08,37.73,91.36,74.2,3.88
21:33:38,92.93,33.79,31.9,32.14,59.93
21:33:58,63.9,31.59,39.88,51.55,59.86
21:34:18,80.7,18.07,85.57,6.3,94.79
21:34:38,22.61,30.7,78.72,74.11,94.41
21:34:58,49.04,16.93,95.41,48.98,90.71
21:35:18,29.8,43.46,32.99,94.87,72.17
21:35:38,84.02,67.89,55.55,50.04,97.65
21:35:58,50.07,86.82,99.09,46.45,38.25
21:36:18,34.79,19.37,43.03,33.78,26.02
21:36:38,49.19,66.78,95.3,58.02,48.34
21:36:58,46.05,66.26,70.43,94.74,90.68
21:37:18,39.41,26.45,80.34,96.55,90.22
21:37:38,8.32,11.37,46.19,75.56,64.65
21:37:58,97.48,76.66,38.4,66.79,81.54
21:38:18,3.25,79.36,88.27,63.13,9.12
21:38:38,37.31,79.06,34.19,23.09,48.49
21:38:58,83.86,43.0,28.12,14.99,58.34
21:39:18,75.76,85.0,55.29,60.06,10.13
21:39:38,93.61,49.48,34.58,75.75,1.65
21:39:58,96.85,0.33,62.64,51.66,7.1
21:40:18,1.91,89.17,1.07,82.88,43.37
21:40:38,57.08,40.49,56.15,76.61,33.94
21:40:58,50.18,40.21,31.93,73.49,43.41
21:41:18,95.89,61.36,28.79,88.21,46.9
21:41:38,7.96,30.82,21.97,26.39,82.8
21:41:58,90.55,71.9,31.24,19.44,23.33
21:42:18,68.21,4.66,71.54,16.03,75.38
21:42:38,68.96,61.84,30.44,21.65,43.7
21:42:58,59.87,94.25,2.66,9.58,53.02
21:43:18,86.35,79.3,11.18,49.03,34.9
21:43:38,76.06,68.16,29.6,93.48,77.34
21:43:58,15.6,66.74,49.69,28.59,32.79
21:44:18,16.03,16.66,22.27,53.53,86.64
21:44:38,32.35,44.51,94.98,76.82,63.79
21:44:58,67.27,12.35,71.02,19.18,66.39
21:45:18,92.21,62.73,97.43,61.29,82.66
21:45:38,80.0,60.67,33.97,60.86,54.33
21:45:58,98.31,90.95,58.4,30.69,66.9
21:46:18,30.09,49.31,82.54,82.37,33.07
21:46:38,86.11,54.1,74.27,2.06,55.97
21:46:58,34.42,22.01,7.25,55.38,76.7
21:47:18,39.77,65.3,34.37,75.89,60.76
21:47:38,27.95,2.42,63.73,64.74,17.31
21:47:58,23.42,45.96,5.46,32.95,19.55
21:48:18,73.28,76.7,10.53,86.98,46.7
21:48:38,12.94,46.83,49.96,91.18,34.32
21:48:58,46.56,47.43,36.75,68.36,97.1
21:49:18,69.48,24.94,70.14,53.03,52.38
21:49:38,79.21,75.99,40.18,14.83,29.02
21:49:58,86.21,14.92,33.97,90.57,18.16
21:50:18,40.7,31.74,76.59,40.5,50.07
21:50:38,28.38,16.31,10.7,60.03,98.02
21:50:58,46.59,33.82,74.23,74.15,5.14
21:51:18,84.75,66.38,30.22,30.46,89.59
21:51:38,16.12,89.97,53.92,20.63,43.56
21:51:58,21.0,93.5,14.74,75.31,26.74
21:52:18,66.87,39.76,11.92,88.5,16.92
21:52:38,55.81,36.5,2.54,33.99,86.84
21:52:58,91.38,68.28,90.18,66.08,60.42
21:53:18,87.05,16.46,86.87,2.41,83.62
21:53:38,17.63,19.95,26.66,19.94,25.37
21:53:58,75.26,44.2,89.21,95.68,98.38
21:54:18,38.6,92.79,63.69,93.66,15.75
21:54:39,95.27,79.84,67.18,68.69,88.46
21:54:59,90.03,63.19,42.52,13.83,13.52
21:55:19,38.73,48.78,29.41,11.89,31.64
21:55:39,27.7,78.5,86.46,32.74,13.38
21:55:59,25.03,90.7,43.05,93.05,26.11
21:56:19,29.54,54.04,22.92,59.7,50.38
21:56:39,62.15,91.07,24.98,98.62,91.06
21:56:59,75.01,2.23,18.07,10.18,95.5
21:57:19,37.67,64.41,14.66,96.46,53.54
21:57:39,0.98,88.41,11.94,20.03,69.84
21:57:59,56.04,84.64,69.28,56.64,12.59
21:58:19,97.98,61.35,14.98,80.2,10.35
21:58:39,28.0,58.41,8.2,98.43,67.74
21:58:59,25.67,6.08,89.89,95.57,45.36
21:59:19,36.34,3.29,29.89,49.19,95.61
21:59:39,5.53,62.52,60.53,91.25,94.56
21:59:59,45.95,62.77,67.4,22.01,2.66
22:00:19,43.81,30.1,18.64,46.85,12.16
22:00:39,22.72,29.55,72.58,51.01,30.11
22:00:59,59.61,68.43,38.56,62.43,15.54
22:01:19,85.74,56.42,74.09,80.37,20.33
22:01:39,14.68,59.45,75.68,1.73,71.43
22:01:59,86.8,96.02,83.54,66.45,88.39
22:02:19,25.79,8.91,19.51,79.6,59.29
22:02:39,20.22,82.26,76.94,60.33,26.06
22:02:59,40.35,56.32,85.72,74.34,86.58
22:03:19,25.14,51.74,56.21,88.16,72.28
22:03:39,98.85,46.97,54.56,88.86,13.2
22:03:59,34.57,99.31,17.82,54.37,66.38
22:04:19,98.5,20.54,10.35,92.79,42.22
22:04:39,5.7,68.5,37.72,19.28,69.91
22:04:59,79.02,52.83,41.6,45.32,63.25
22:05:19,89.38,58.19,15.94,11.28,37.46
22:05:39,80.86,54.64,79.18,89.55,0.24
22:05:59,19.12,96.6,22.77,30.47,96.35
22:06:19,39.03,63.7,11.16,72.4,45.4
22:06:39,68.24,19.01,10.55,65.62,84.65
22:06:59,96.04,10.47,67.72,32.17,86.86
22:07:19,27.62,65.68,28.7,38.41,33.68
22:07:39,82.69,24.05,7.5,11.62,48.66
22:07:59,46.43,18.98,97.78,78.57,56.31
22:08:19,49.67,98.2,19.42,80.74,78.15
22:08:39,90.29,68.79,70.27,78.66,25.98
22:08:59,69.01,62.97,4.61,65.26,82.44
22:09:19,90.96,8.78,18.72,79.67,62.64
22:09:39,16.74,74.34,69.0,88.09,75.43
22:09:59,53.57,38.9,36.19,51.66,52.16
22:10:19,45.99,1.79,69.52,50.36,3.73
22:10:39,28.93,96.05,11.84,96.0,52.94
22:10:59,6.21,16.2,5.42,37.34,54.89
22:11:19,2.5,74.46,85.63,24.22,43.46
22:11:39,1.67,70.45,50.21,4.37,87.73
22:11:59,42.25,9.61,16.82,50.34,20.32
22:12:19,36.93,43.31,1.87,11.05,32.45
22:12:39,66.4,89.47,74.69,97.4,0.11
22:12:59,52.94,87.95,75.06,44.21,75.55
22:13:19,0.25,17.79,37.49,33.91,12.0
22:13:39,55.31,80.17,43.21,35.47,94.65
22:13:59,37.69,90.9,0.56,49.48,11.2
22:14:19,59.39,97.6,64.01,23.38,11.45
22:14:39,76.12,63.64,14.3,94.82,21.67
