Time,Temperature,Humidity,Pressure,Pm2.5,Pm10
12:57:28,49.42,72.32,7.8,93.48,87.88
12:57:29,81.97,94.24,84.03,48.4,25.85
12:57:48,9.59,23.89,87.48,58.96,58.43
12:57:49,62.18,87.53,77.13,44.07,11.66
12:58:08,47.78,39.49,90.62,6.65,87.46
12:58:09,17.61,34.31,49.16,53.62,85.16
12:58:28,18.1,8.91,86.22,20.33,36.53
12:58:29,24.91,5.82,99.43,46.92,32.62
12:58:48,93.95,70.08,14.19,71.58,31.29
12:58:49,2.54,76.96,25.1,71.7,32.24
12:59:08,31.93,11.71,9.04,81.19,78.35
12:59:09,31.9,0.93,69.15,29.43,77.71
12:59:28,13.05,86.49,46.83,95.35,99.93
12:59:30,56.0,57.14,49.27,29.95,33.78
12:59:48,64.66,94.97,66.9,4.44,34.1
12:59:50,41.85,9.81,59.6,97.95,8.02
13:00:08,28.75,52.65,45.16,85.83,36.18
13:00:10,4.22,18.46,5.71,57.96,25.37
13:00:28,97.12,36.54,32.98,16.35,4.74
13:00:30,72.68,15.72,36.29,90.97,53.11
13:00:48,86.85,40.75,73.27,81.33,51.49
13:00:50,11.4,73.37,96.52,26.6,22.09
13:01:08,30.01,28.9,6.75,47.93,23.09
13:01:10,26.52,17.26,24.56,89.48,92.57
13:01:29,3.22,73.59,25.75,83.04,90.65
13:01:30,28.36,66.51,46.91,37.54,80.3
13:01:49,18.59,61.17,36.5,32.55,45.98
13:01:50,46.79,98.96,69.03,69.02,68.9
13:02:09,33.85,3.98,68.46,92.2,85.4
13:02:10,13.0,56.85,97.22,37.5,30.89
13:02:29,47.11,20.89,91.46,90.74,46.25
13:02:30,15.87,36.63,96.47,75.16,58.39
13:02:49,93.95,63.43,71.56,25.13,63.48
13:02:50,10.84,88.72,50.9,65.96,88.78
13:03:09,21.53,99.3,92.59,70.68,7.83
13:03:10,87.57,99.14,31.58,33.07,50.55
13:03:29,5.33,80.15,74.8,29.32,61.74
13:03:30,68.03,48.74,63.37,17.07,26.48
13:03:49,95.6,92.0,17.09,51.06,47.6
13:03:50,66.53,80.68,43.81,5.05,68.1
13:04:09,76.08,84.95,62.6,8.43,38.99
13:04:10,97.86,70.81,66.65,64.9,35.27
13:04:29,33.18,75.82,53.87,94.19,24.3
13:04:30,88.81,88.0,37.71,27.77,21.05
13:04:49,89.72,48.34,38.93,95.19,6.43
13:04:50,65.58,43.58,53.26,42.49,7.42
13:05:09,55.77,38.98,59.88,47.2,55.23
13:05:10,78.04,63.2,38.16,15.62,42.59
13:05:29,97.19,21.37,10.84,85.13,17.64
13:05:30,45.64,93.29,38.18,27.15,81.92
13:05:49,32.43,86.94,47.52,56.57,86.36
13:05:50,74.53,14.52,63.7,82.38,47.85
13:06:09,63.98,11.3,53.72,49.62,66.75
13:06:10,59.29,90.39,88.12,98.34,27.63
13:06:29,3.99,12.93,16.34,63.81,93.27
13:06:30,69.5,4.82,53.6,30.6,98.13
13:06:49,18.81,78.58,22.91,67.35,23.68
13:06:50,5.6,28.54,1.74,4.29,62.27
13:07:09,16.39,96.78,84.49,58.25,81.65
13:07:10,13.53,91.04,10.59,16.43,5.47
13:07:29,83.98,4.43,22.19,26.5,49.47
13:07:30,60.79,96.78,41.79,38.85,46.17
13:07:49,62.19,50.08,22.62,70.22,50.38
13:07:50,8.18,97.73,23.3,3.56,30.99
13:08:09,4.33,39.95,19.74,73.19,86.48
13:08:10,60.3,1.6,27.53,18.76,69.21
13:08:29,51.43,30.29,12.94,94.32,57.63
13:08:30,24.68,69.5,97.88,84.98,49.37
13:08:49,48.33,2.79,23.48,75.22,49.2
13:08:50,59.49,40.9,75.75,39.5,67.88
13:09:09,20.77,8.11,95.72,96.62,64.92
13:09:10,94.06,59.77,56.56,84.62,33.56
13:09:29,45.16,34.33,23.89,93.13,23.19
13:09:30,48.31,31.2,46.59,49.2,41.05
13:09:49,2.59,59.44,38.89,44.35,17.26
13:09:50,81.76,37.37,3.07,39.24,41.19
13:10:09,80.74,25.59,78.28,51.76,15.34
13:10:10,79.08,99.46,32.13,41.0,16.51
13:10:29,47.26,15.39,64.43,31.56,66.23
13:10:30,83.05,47.3,27.11,85.21,8.51
13:10:49,45.73,49.69,45.62,79.6,73.08
13:10:50,25.92,56.6,37.2,6.51,70.07
13:11:09,95.94,41.09,87.04,30.01,66.61
13:11:10,84.3,96.66,82.61,75.77,87.35
13:11:29,11.19,93.24,96.88,48.5,3.41
13:11:30,37.64,86.45,12.25,20.27,12.71
13:11:49,70.55,70.23,10.09,37.58,31.67
13:11:50,46.65,53.17,73.98,58.27,47.35
13:12:09,84.47,35.7,69.46,59.62,89.61
13:12:10,58.18,65.15,17.24,60.37,27.25
13:12:29,41.91,82.55,45.08,99.69,33.68
13:12:30,35.05,99.1,49.92,46.98,19.86
13:12:49,35.95,43.07,63.98,89.45,3.8
13:12:50,92.28,24.62,8.09,11.33,41.4
13:13:09,11.18,53.79,69.72,88.08,93.01
13:13:10,82.6,71.36,43.1,42.0,47.08
13:13:29,37.19,59.37,10.33,66.34,4.3
13:13:30,17.2,86.44,85.05,99.82,34.14
13:13:49,58.08,88.68,63.24,91.87,24.44
13:13:50,89.73,24.8,32.45,1.41,1.92
13:14:09,11.67,15.42,86.86,92.35,18.94
13:14:10,83.97,59.9,85.18,38.45,20.49
13:14:29,24.49,71.97,6.47,56.88,71.6
13:14:30,51.44,6.62,91.87,8.73,0.82
13:14:49,90.2,76.56,49.45,43.3,96.72
